ID	Centroid Size
DauMed0662BF1LEM	376.5259331
EulRuf00667M1LEM	395.5552591
EulRuf04005M1LEM	390.8054276
EulRuf04007F1LEM	371.4537856
IndInd00674M1LEM	538.9631719
IndInd0674EF1LEM	524.2532291
LemCat0670FF1LEM	393.0770703
LemCat08114F1LEM	367.0031386
VarVar00671F1LEM	469.2294045
VarVar04008M1LEM	441.00136
