ID	Centroid Size
AloSem09479M5NWM	530.0767631
AteGeo07640F5NWM	678.9398221
AtePan14789M5NWM	614.037905
CebApe07530M5NWM	485.9548973
CebCap07160M5NWM	462.838698
CebCap08720F5NWM	402.4984419
LagLag04024M5NWM	499.0245848
LagLag04025F5NWM	606.1974425
LagLag04026F5NWM	607.7770557
LagLag08387M5NWM	598.2933317
LagLag15527F5NWM	583.5206687
